index,factoid_ID,pers_ID,pers_name,alternative_names,event_type,event_after-date,event_before-date,event_start,event_end,event_date,pers_title,pers_function,place_name,inst_name,rel_pers,source_quotations,additional_info,comment,info_dump,source
4823,135,OCR,Jakob Bayer,NaN,Funktionsausübung,NaN,NaN,1709 # 1710,1709 # 1710,NaN,NaN,Lehrer,NaN,NaN,NaN,NaN,1709 lehrte er Metaphysik und Ethik und war 1710 auch Promotor,NaN,NaN," Praetorius, Professoren, S.95, 136; 
 RPh 25r, 58v, 62r, 62v, 69v, 76r, 79v; 
 Aula hon., S.ll; 
 RTh 21r, 28v, 30r; 
 Krafft, Jesuiten, S.327; 
 Verzeichnis theol. Fak., S.10; 
 Brück, Theol. Fak., S.153; 
 Prot, theol. Fak. 1720, Bl.27b; 
 De Back.-Som. I, Sp. 1065 f.; 
 VIII, Sp. 1782 und XI, Sp. 360; 
 Uhlenbrock, S.115 f.) 
"
4824,135,OCR,Jakob Bayer,NaN,Funktionsausübung,NaN,NaN,1709 # 1710,1709 # 1710,NaN,NaN,Promotor,NaN,NaN,NaN,NaN,1709 lehrte er Metaphysik und Ethik und war 1710 auch Promotor,NaN,NaN," Praetorius, Professoren, S.95, 136; 
 RPh 25r, 58v, 62r, 62v, 69v, 76r, 79v; 
 Aula hon., S.ll; 
 RTh 21r, 28v, 30r; 
 Krafft, Jesuiten, S.327; 
 Verzeichnis theol. Fak., S.10; 
 Brück, Theol. Fak., S.153; 
 Prot, theol. Fak. 1720, Bl.27b; 
 De Back.-Som. I, Sp. 1065 f.; 
 VIII, Sp. 1782 und XI, Sp. 360; 
 Uhlenbrock, S.115 f.) 
"
4825,134,OCR,Jakob Bayer,NaN,Funktionsausübung,NaN,NaN,1709 # 1710 # 1711 # 1713 # 1714,1709 # 1710 # 1711 # 1713 # 1714,NaN,NaN,Sonstiges,NaN,NaN,NaN,NaN,"als solcher unterschrieb er Ende 1709, 1710, 1711, 1713 und 1714 die Fakultätsrechnungen",NaN,NaN," Praetorius, Professoren, S.95, 136; 
 RPh 25r, 58v, 62r, 62v, 69v, 76r, 79v; 
 Aula hon., S.ll; 
 RTh 21r, 28v, 30r; 
 Krafft, Jesuiten, S.327; 
 Verzeichnis theol. Fak., S.10; 
 Brück, Theol. Fak., S.153; 
 Prot, theol. Fak. 1720, Bl.27b; 
 De Back.-Som. I, Sp. 1065 f.; 
 VIII, Sp. 1782 und XI, Sp. 360; 
 Uhlenbrock, S.115 f.) 
"
4832,133,OCR,Jakob Bayer,NaN,Funktionsausübung,NaN,NaN,1707 # 1708,1707 # 1708,NaN,NaN,Lehrer,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"er kam nach Mainz und lehrte hier 1707 Logik, 1708 Physik und war im selben Jahr Assessor der Artistenfakultät",NaN,NaN," Praetorius, Professoren, S.95, 136; 
 RPh 25r, 58v, 62r, 62v, 69v, 76r, 79v; 
 Aula hon., S.ll; 
 RTh 21r, 28v, 30r; 
 Krafft, Jesuiten, S.327; 
 Verzeichnis theol. Fak., S.10; 
 Brück, Theol. Fak., S.153; 
 Prot, theol. Fak. 1720, Bl.27b; 
 De Back.-Som. I, Sp. 1065 f.; 
 VIII, Sp. 1782 und XI, Sp. 360; 
 Uhlenbrock, S.115 f.) 
"
4844,2703,OCR,Jakob Campius,Campe,Funktionsausübung,NaN,NaN,1570 # 1580,1570 # 1580,NaN,NaN,Dekan,"Köln, Bonn",Kurfürstentum Mainz,NaN,NaN,zwischen 1570 und 1580 war er Dekan an St. Cassius in Bonn und Vizekanzler des Kurfürsten von Köln,NaN,NaN," Praetorius, Professoren, S.98 hier: + 1610; 
 Hansel, Anh., S.91; 
 Matr. Köln 2, 672,76 hier: + 1604 in Mainz; 
 Reg. Univ. Mog., S.3; 
 G. Binz, Literarische Kriegsbeute aus Mainz in schwedischen Bibliotheken, in: Mainzer Zeitschrift 13, 1918, S.157-165; 
 Erich Mayer, Das Mainzer Notariat, Mainz 1953, S.67; 
 Pick, Reichsstaatsrecht, S.36, 41, 60 hier: + 3.10.1610) 
"
4876,4199,OCR,Jakob Curio,NaN,Funktionsausübung,NaN,NaN,1542 # 1545,1542 # 1545,NaN,NaN,Professor,Mainz],"Universität Mainz, Medizinische Fakultät]",NaN,NaN,1542 war er Professor an der Medizinischen Fakultät in Mainz und 1545 Rektor der Mainzer Universität,NaN,NaN," Praetorius, Professoren, S.131; 
 Krämer, S. 15; 
 ADB 4, S.646 f.; 
 Herrmann, Quellen, S. 97; 
 Heim, S.13) 
"
4877,4199,OCR,Jakob Curio,NaN,Funktionsausübung,NaN,NaN,1542 # 1545,1542 # 1545,NaN,NaN,Rektor,Mainz],Universität Mainz,NaN,NaN,1542 war er Professor an der Medizinischen Fakultät in Mainz und 1545 Rektor der Mainzer Universität,NaN,NaN," Praetorius, Professoren, S.131; 
 Krämer, S. 15; 
 ADB 4, S.646 f.; 
 Herrmann, Quellen, S. 97; 
 Heim, S.13) 
"
4892,4035,OCR,Jakob Fidelis Ackermann,NaN,Funktionsausübung,NaN,NaN,1804 # 1805,1804 # 1805,NaN,NaN,Professor,"Jena, Heidelberg",NaN,NaN,NaN,"1804 folgte er einem Ruf nach Jena, 1805 nach Heidelberg, wo er Professor für Anatomie und Physiologie war",NaN,NaN," Praetorius, Professoren, S.134; 
 Prot. med. Fak.1787, S.515; 
 1788, S.528; 
 Krämer, S.58; 
 NDB 1, S.37 f.; 
 Bockenheimer, S.35 f.; 
 H. Mathy, Die Universität Mainz 1477-1977, Mainz 1977, S.236, 254; 
 Georg B. Gruber, Das medizinische Mainz im Rückblick auf vergangene Zeiten, in: Jahrbuch der Vereinigung ""Freunde der Universität Mainz"" 7, 1958, S.53-73) 
"
5037,2034,OCR,Jakob Sch‚Tz,NaN,Funktionsausübung,NaN,NaN,1709 # 1710 # 1713,1709 # 1710 # 1713,NaN,NaN,Lehrer,"Bamberg, Würzburg, Fulda",Universität Bamberg/Universität Würzburg/Universität Fulda,NaN,NaN,"1709 lehrte er aristotelische Physik in Würzburg, 1710 Moraltheologie in Fulda bis 1713 und danach in Bamberg",NaN,NaN," Praetorius, Professoren, S.95; 
 RPh 42r; 
 RTh 21r; 
 Prot, theol. Fak.1717, Bl.23a; 
 1720, Bl.27b; 
 Cat. Jes.1726, S.22 Nr.l; 
 Matr. Würzburg, Nr.10012; 
 Weber, S.634; 
 Stosiek, S.76 f.; 
 Brück, Theol. Fak., S.153, 156; 
 Krafft, Jesuiten, S.346) 
"
5060,2307,OCR,Jakob Welder,NaN,Funktionsausübung,NaN,NaN,1454 # 1456 # 1470,1454 # 1456 # 1470,NaN,mag.,Lehrer,NaN,NaN,NaN,NaN,"schon an Allerheiligen 1454 erlangte er das Baccalaureat, wurde im April 1456 zum Magister artium promoviert und 2 Jahre später Mitglied der Fakultät, wo er bis 1470 lehrte",NaN,NaN," Praetorius,Professoren, S.93; 
 Knodt II, S.l und 3; 
 Terhalle, S.215; 
 Zenz, S.195; 
 Dürr, S.91; 
 Arens, Inschr., Nr. 946; 
 Matr. Heidelberg I, Nr.243; 
 Walter Menn, Der erste Rektor der Universität Mainz Jakob Welder von Siegen, Wiesbaden 1950; 
 H. Mathy, Die Universität Mainz 1477-1977, Mainz 1977, S.38-40; 
 Frankfurter Stadtarchiv, Bartholomäus Urkunden 1481/128) 
"
5061,2307,OCR,Jakob Welder,NaN,Funktionsausübung,NaN,NaN,1454 # 1456 # 1470,1454 # 1456 # 1470,NaN,mag.,Mitglied,NaN,NaN,NaN,NaN,"schon an Allerheiligen 1454 erlangte er das Baccalaureat, wurde im April 1456 zum Magister artium promoviert und 2 Jahre später Mitglied der Fakultät, wo er bis 1470 lehrte",NaN,NaN," Praetorius,Professoren, S.93; 
 Knodt II, S.l und 3; 
 Terhalle, S.215; 
 Zenz, S.195; 
 Dürr, S.91; 
 Arens, Inschr., Nr. 946; 
 Matr. Heidelberg I, Nr.243; 
 Walter Menn, Der erste Rektor der Universität Mainz Jakob Welder von Siegen, Wiesbaden 1950; 
 H. Mathy, Die Universität Mainz 1477-1977, Mainz 1977, S.38-40; 
 Frankfurter Stadtarchiv, Bartholomäus Urkunden 1481/128) 
"
5062,2309,OCR,Jakob Welder,NaN,Funktionsausübung,NaN,NaN,1469 # 1471,1469 # 1471,NaN,"Dr., theol.",Professor,Köln,Universität Köln,NaN,NaN,"1469 Baccalaureus formatus, dann Dr. theol. und 1471 Professor der Theologie in Köln",NaN,NaN," Praetorius,Professoren, S.93; 
 Knodt II, S.l und 3; 
 Terhalle, S.215; 
 Zenz, S.195; 
 Dürr, S.91; 
 Arens, Inschr., Nr. 946; 
 Matr. Heidelberg I, Nr.243; 
 Walter Menn, Der erste Rektor der Universität Mainz Jakob Welder von Siegen, Wiesbaden 1950; 
 H. Mathy, Die Universität Mainz 1477-1977, Mainz 1977, S.38-40; 
 Frankfurter Stadtarchiv, Bartholomäus Urkunden 1481/128) 
"
5091,5789,OCR,Joannes Feierabent,"Feierabend, Feirabent, Feyerabendt, Feyrabend, Feyabendt",Funktionsausübung,1617 # 1620 # 1622 # 4.12.1624,1619 # 1621 # 1625,1624,1624,NaN,NaN,Dekan,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"er war in Mainz Professor an der Artistenfakultät und lehrte 1617-1619 Mathematik, 1620-1621 Mathematik und Ethik, 1622-1625 Mathematik, war 1624 Dekan der Fakultät und nahm am 4.12.1624 an der Senatssitzung teil",NaN,NaN," Krafft, Jesuiten, S.332; 
 Aula hon., S.3; 
 Heim, S.44, 47; 
 Senatsprot. I, B1.22v) 
"
5092,5789,OCR,Joannes Feierabent,"Feierabend, Feirabent, Feyerabendt, Feyrabend, Feyabendt",Funktionsausübung,1617 # 1620 # 1622 # 4.12.1624,1619 # 1621 # 1625,1624,1624,NaN,NaN,Lehrer,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"er war in Mainz Professor an der Artistenfakultät und lehrte 1617-1619 Mathematik, 1620-1621 Mathematik und Ethik, 1622-1625 Mathematik, war 1624 Dekan der Fakultät und nahm am 4.12.1624 an der Senatssitzung teil",NaN,NaN," Krafft, Jesuiten, S.332; 
 Aula hon., S.3; 
 Heim, S.44, 47; 
 Senatsprot. I, B1.22v) 
"
5093,5789,OCR,Joannes Feierabent,"Feierabend, Feirabent, Feyerabendt, Feyrabend, Feyabendt",Funktionsausübung,1617 # 1620 # 1622 # 4.12.1624,1619 # 1621 # 1625,1624,1624,NaN,NaN,Professor,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"er war in Mainz Professor an der Artistenfakultät und lehrte 1617-1619 Mathematik, 1620-1621 Mathematik und Ethik, 1622-1625 Mathematik, war 1624 Dekan der Fakultät und nahm am 4.12.1624 an der Senatssitzung teil",NaN,NaN," Krafft, Jesuiten, S.332; 
 Aula hon., S.3; 
 Heim, S.44, 47; 
 Senatsprot. I, B1.22v) 
"
5094,5790,OCR,Joannes Feierabent,"Feierabend, Feirabent, Feyerabendt, Feyrabend, Feyabendt",Funktionsausübung,1626 # 1626,1630 # 1627,NaN,NaN,NaN,NaN,Dekan,Mainz],Universität Mainz],NaN,NaN,1626-1630 lehrte er Mathematik und Ethik und war 1626-1627 wiederum Dekan,NaN,NaN," Krafft, Jesuiten, S.332; 
 Aula hon., S.3; 
 Heim, S.44, 47; 
 Senatsprot. I, B1.22v) 
"
5095,5790,OCR,Joannes Feierabent,"Feierabend, Feirabent, Feyerabendt, Feyrabend, Feyabendt",Funktionsausübung,1626 # 1626,1630 # 1627,NaN,NaN,NaN,NaN,Lehrer,Mainz],Universität Mainz],NaN,NaN,1626-1630 lehrte er Mathematik und Ethik und war 1626-1627 wiederum Dekan,NaN,NaN," Krafft, Jesuiten, S.332; 
 Aula hon., S.3; 
 Heim, S.44, 47; 
 Senatsprot. I, B1.22v) 
"
5107,654,OCR,Jodocus Eimer,NaN,Funktionsausübung,1758,1761,1757 # 1761,1757 # 1761,NaN,NaN,Rektor,"Mainz, Molsheim, Worms, Heidelberg, Würzburg",NaN,NaN,NaN,"1757 war er Rektor zu Würzburg, 1758-1761 zu Molsheim, 1761 zu Mainz, Heidelberg und Worms",NaN,NaN," Praetorius, Professoren, S.95 u.137; 
 Cat. Jes. 1726, S.44 Nr. 15 hier: * 29.9.1699; 
 Krafft, Jesuiten, S.331; 
 RPh 88v, 91v, 165r; 
 Prot, theol. Fak.1739, Bl.46a; 
 Senatsprot. II, B1.9v; 
 Matr. Würzburg Nr.13891; 
 Matr. Heidelberg IV, 87 u. 452; 
 VI, 708 Nr.482; 
 Heß, Nr.5328; 
 Wegele, S.426; 
 Brück, Theol. Fak., S.158 hier: * 20.9.1699; 
 Hofkal.1741, S.63; 
 De Back.-Som. III, Sp.368; 
 RR I 52r) 
"
5111,653,OCR,Jodocus Eimer,NaN,Funktionsausübung,1742 # 1747 # 1752,1747 # 1748 # 1754,NaN,NaN,NaN,NaN,Lehrer,"Bamberg, Würzburg, Fulda",Universität Bamberg/Universität Würzburg/Universität Fulda,NaN,NaN,"1742-1747 lehrte er Theologie zu Würzburg, 1747-1748 in Bamberg und 1752-1754 in Fulda",NaN,NaN," Praetorius, Professoren, S.95 u.137; 
 Cat. Jes. 1726, S.44 Nr. 15 hier: * 29.9.1699; 
 Krafft, Jesuiten, S.331; 
 RPh 88v, 91v, 165r; 
 Prot, theol. Fak.1739, Bl.46a; 
 Senatsprot. II, B1.9v; 
 Matr. Würzburg Nr.13891; 
 Matr. Heidelberg IV, 87 u. 452; 
 VI, 708 Nr.482; 
 Heß, Nr.5328; 
 Wegele, S.426; 
 Brück, Theol. Fak., S.158 hier: * 20.9.1699; 
 Hofkal.1741, S.63; 
 De Back.-Som. III, Sp.368; 
 RR I 52r) 
"
5116,reconstruction,OCR,Jodocus Eimer,NaN,Funktionsausübung,NaN,1741,1738 # 1738-11-19,NaN,1738 # 1738-11-19,mag.,Assessor,Mainz,"Universität Mainz, Theologische Fakultät",NaN,NaN,"1738 kam er nach Mainz, wurde am 19.11.1738 zum Concilium majus als Magister zugelassen, war Assessor der Theologischen Fakultät und Professor der Moraltheologie 1738-1741",NaN,NaN," Praetorius, Professoren, S.95 u.137; 
 Cat. Jes. 1726, S.44 Nr. 15 hier: * 29.9.1699; 
 Krafft, Jesuiten, S.331; 
 RPh 88v, 91v, 165r; 
 Prot, theol. Fak.1739, Bl.46a; 
 Senatsprot. II, B1.9v; 
 Matr. Würzburg Nr.13891; 
 Matr. Heidelberg IV, 87 u. 452; 
 VI, 708 Nr.482; 
 Heß, Nr.5328; 
 Wegele, S.426; 
 Brück, Theol. Fak., S.158 hier: * 20.9.1699; 
 Hofkal.1741, S.63; 
 De Back.-Som. III, Sp.368; 
 RR I 52r) 
"
5117,reconstruction,OCR,Jodocus Eimer,NaN,Funktionsausübung,NaN,1741,1738 # 1738-11-19,NaN,1738 # 1738-11-19,mag.,Professor,Mainz,"Universität Mainz, Theologische Fakultät",NaN,NaN,"1738 kam er nach Mainz, wurde am 19.11.1738 zum Concilium majus als Magister zugelassen, war Assessor der Theologischen Fakultät und Professor der Moraltheologie 1738-1741",NaN,NaN," Praetorius, Professoren, S.95 u.137; 
 Cat. Jes. 1726, S.44 Nr. 15 hier: * 29.9.1699; 
 Krafft, Jesuiten, S.331; 
 RPh 88v, 91v, 165r; 
 Prot, theol. Fak.1739, Bl.46a; 
 Senatsprot. II, B1.9v; 
 Matr. Würzburg Nr.13891; 
 Matr. Heidelberg IV, 87 u. 452; 
 VI, 708 Nr.482; 
 Heß, Nr.5328; 
 Wegele, S.426; 
 Brück, Theol. Fak., S.158 hier: * 20.9.1699; 
 Hofkal.1741, S.63; 
 De Back.-Som. III, Sp.368; 
 RR I 52r) 
"
5122,645,OCR,Jodocus Eimer,NaN,Studium,NaN,NaN,1717-07-06 # 1718,1717-07-06 # 1718,NaN,"bacc., phil./mag., phil.",Student,Mainz,Universität Mainz],NaN,NaN,"er studierte in Mainz, 6.7.1717 bacc. phil., 1718 mag. phil.",NaN,NaN," Praetorius, Professoren, S.95 u.137; 
 Cat. Jes. 1726, S.44 Nr. 15 hier: * 29.9.1699; 
 Krafft, Jesuiten, S.331; 
 RPh 88v, 91v, 165r; 
 Prot, theol. Fak.1739, Bl.46a; 
 Senatsprot. II, B1.9v; 
 Matr. Würzburg Nr.13891; 
 Matr. Heidelberg IV, 87 u. 452; 
 VI, 708 Nr.482; 
 Heß, Nr.5328; 
 Wegele, S.426; 
 Brück, Theol. Fak., S.158 hier: * 20.9.1699; 
 Hofkal.1741, S.63; 
 De Back.-Som. III, Sp.368; 
 RR I 52r) 
"
5147,3855,OCR,Jodocus Selbach,NaN,Amtsantritt,NaN,NaN,1534 # 1536,1534 # 1536,1534 # 1536,Lic.,Professor,Mainz,Universität Mainz,NaN,NaN,"Lic. jur., 1534 als Professor präsentiert in Mainz, erhielt die Professur des geistlichen Rechts und war 1536 Rektor der Universität in Mainz",NaN,NaN," Praetorius, Professoren, S.97; 
 Schürmann, S.73; 
 Dürr, S.84; 
 Severus PM, S.70; 
 Bückmann, S.160; 
 Hansel, Anh., S.158; 
 StAD VI,l/ 1,1 Fo.4r; 
 Pick, Reichsstaatsrecht, S.26; 
 Arens, Inschr., Nr.1242/43 hier: Jodokus von Selbach; 
 Mainzer Stadtarchiv, Urkunde vom 24.4.1536, 25.4.1542, 1.9.1553) 
"
5148,3855,OCR,Jodocus Selbach,NaN,Amtsantritt,NaN,NaN,NaN,NaN,1534 # 1536,Lic.,Professor,Mainz,Universität Mainz,NaN,NaN,"Lic. jur., 1534 als Professor präsentiert in Mainz, erhielt die Professur des geistlichen Rechts und war 1536 Rektor der Universität in Mainz",NaN,NaN," Praetorius, Professoren, S.97; 
 Schürmann, S.73; 
 Dürr, S.84; 
 Severus PM, S.70; 
 Bückmann, S.160; 
 Hansel, Anh., S.158; 
 StAD VI,l/ 1,1 Fo.4r; 
 Pick, Reichsstaatsrecht, S.26; 
 Arens, Inschr., Nr.1242/43 hier: Jodokus von Selbach; 
 Mainzer Stadtarchiv, Urkunde vom 24.4.1536, 25.4.1542, 1.9.1553) 
"
5149,3855,OCR,Jodocus Selbach,NaN,Amtsantritt,NaN,NaN,1534 # 1536,1534 # 1536,1534 # 1536,Lic.,Rektor,Mainz,Universität Mainz,NaN,NaN,"Lic. jur., 1534 als Professor präsentiert in Mainz, erhielt die Professur des geistlichen Rechts und war 1536 Rektor der Universität in Mainz",NaN,NaN," Praetorius, Professoren, S.97; 
 Schürmann, S.73; 
 Dürr, S.84; 
 Severus PM, S.70; 
 Bückmann, S.160; 
 Hansel, Anh., S.158; 
 StAD VI,l/ 1,1 Fo.4r; 
 Pick, Reichsstaatsrecht, S.26; 
 Arens, Inschr., Nr.1242/43 hier: Jodokus von Selbach; 
 Mainzer Stadtarchiv, Urkunde vom 24.4.1536, 25.4.1542, 1.9.1553) 
"
5150,3855,OCR,Jodocus Selbach,NaN,Amtsantritt,NaN,NaN,NaN,NaN,1534 # 1536,Lic.,Rektor,Mainz,Universität Mainz,NaN,NaN,"Lic. jur., 1534 als Professor präsentiert in Mainz, erhielt die Professur des geistlichen Rechts und war 1536 Rektor der Universität in Mainz",NaN,NaN," Praetorius, Professoren, S.97; 
 Schürmann, S.73; 
 Dürr, S.84; 
 Severus PM, S.70; 
 Bückmann, S.160; 
 Hansel, Anh., S.158; 
 StAD VI,l/ 1,1 Fo.4r; 
 Pick, Reichsstaatsrecht, S.26; 
 Arens, Inschr., Nr.1242/43 hier: Jodokus von Selbach; 
 Mainzer Stadtarchiv, Urkunde vom 24.4.1536, 25.4.1542, 1.9.1553) 
"
5157,reconstruction,OCR,Jodocus Selbach,NaN,Funktionsausübung,NaN,NaN,1534 # 1536,NaN,1534 # 1536,Lic.,Professor,Mainz,Universität Mainz,NaN,NaN,"Lic. jur., 1534 als Professor präsentiert in Mainz, erhielt die Professur des geistlichen Rechts und war 1536 Rektor der Universität in Mainz",NaN,NaN," Praetorius, Professoren, S.97; 
 Schürmann, S.73; 
 Dürr, S.84; 
 Severus PM, S.70; 
 Bückmann, S.160; 
 Hansel, Anh., S.158; 
 StAD VI,l/ 1,1 Fo.4r; 
 Pick, Reichsstaatsrecht, S.26; 
 Arens, Inschr., Nr.1242/43 hier: Jodokus von Selbach; 
 Mainzer Stadtarchiv, Urkunde vom 24.4.1536, 25.4.1542, 1.9.1553) 
"
5158,reconstruction,OCR,Jodocus Selbach,NaN,Funktionsausübung,NaN,NaN,1534 # 1536,NaN,1534 # 1536,Lic.,Rektor,Mainz,Universität Mainz,NaN,NaN,"Lic. jur., 1534 als Professor präsentiert in Mainz, erhielt die Professur des geistlichen Rechts und war 1536 Rektor der Universität in Mainz",NaN,NaN," Praetorius, Professoren, S.97; 
 Schürmann, S.73; 
 Dürr, S.84; 
 Severus PM, S.70; 
 Bückmann, S.160; 
 Hansel, Anh., S.158; 
 StAD VI,l/ 1,1 Fo.4r; 
 Pick, Reichsstaatsrecht, S.26; 
 Arens, Inschr., Nr.1242/43 hier: Jodokus von Selbach; 
 Mainzer Stadtarchiv, Urkunde vom 24.4.1536, 25.4.1542, 1.9.1553) 
"
5183,741,OCR,Johann Adam Faulhaber,NaN,Funktionsausübung,NaN,NaN,1740 # 1743,1740 # 1743,NaN,NaN,Domizellar,Mainz,Kollegiatstift Liebfrauen Mainz,NaN,NaN,"1740 Domizellar an Liebfrauen, 1743 Kapitular dort",NaN,NaN," Praetorius, Professoren, S.95; 
 RPh 80v, 84r; 
 RTh 20r, 20v, 21r, 28r, 36r, 43r; 
 Prot, theol. Fak.1719, Bl.25b; 
 1720, Bl.26b, 27a, 27b; 
 1733, Bl.40b; 
 1757, Bl.61b; 
 Severus DM II, B1.18v; 
 Severus PM, S.82; 
 Dürr, S.62; 
 Brück, Theol. Fak., S.153 f.; 
 Hofkal.1745, S.9) 
"
5184,741,OCR,Johann Adam Faulhaber,NaN,Funktionsausübung,NaN,NaN,1740 # 1743,1740 # 1743,NaN,NaN,Kapitularherr,Mainz,Kollegiatstift Liebfrauen Mainz,NaN,NaN,"1740 Domizellar an Liebfrauen, 1743 Kapitular dort",NaN,NaN," Praetorius, Professoren, S.95; 
 RPh 80v, 84r; 
 RTh 20r, 20v, 21r, 28r, 36r, 43r; 
 Prot, theol. Fak.1719, Bl.25b; 
 1720, Bl.26b, 27a, 27b; 
 1733, Bl.40b; 
 1757, Bl.61b; 
 Severus DM II, B1.18v; 
 Severus PM, S.82; 
 Dürr, S.62; 
 Brück, Theol. Fak., S.153 f.; 
 Hofkal.1745, S.9) 
"
5191,739,OCR,Johann Adam Faulhaber,NaN,Funktionsausübung,NaN,NaN,1733 # 1745 # 1757,1733 # 1745 # 1757,NaN,NaN,Assessor,Mainz,"Universität Mainz, Theologische Fakultät",NaN,NaN,"er war Assessor der Theologischen Fakultät in Mainz, 1733, 1745 und 1757 Dekan der Fakultät",NaN,NaN," Praetorius, Professoren, S.95; 
 RPh 80v, 84r; 
 RTh 20r, 20v, 21r, 28r, 36r, 43r; 
 Prot, theol. Fak.1719, Bl.25b; 
 1720, Bl.26b, 27a, 27b; 
 1733, Bl.40b; 
 1757, Bl.61b; 
 Severus DM II, B1.18v; 
 Severus PM, S.82; 
 Dürr, S.62; 
 Brück, Theol. Fak., S.153 f.; 
 Hofkal.1745, S.9) 
"
5192,739,OCR,Johann Adam Faulhaber,NaN,Funktionsausübung,NaN,NaN,1733 # 1745 # 1757,1733 # 1745 # 1757,NaN,NaN,Dekan,Mainz,"Universität Mainz, Theologische Fakultät",NaN,NaN,"er war Assessor der Theologischen Fakultät in Mainz, 1733, 1745 und 1757 Dekan der Fakultät",NaN,NaN," Praetorius, Professoren, S.95; 
 RPh 80v, 84r; 
 RTh 20r, 20v, 21r, 28r, 36r, 43r; 
 Prot, theol. Fak.1719, Bl.25b; 
 1720, Bl.26b, 27a, 27b; 
 1733, Bl.40b; 
 1757, Bl.61b; 
 Severus DM II, B1.18v; 
 Severus PM, S.82; 
 Dürr, S.62; 
 Brück, Theol. Fak., S.153 f.; 
 Hofkal.1745, S.9) 
"
5197,730,OCR,Johann Adam Faulhaber,NaN,Studium,NaN,NaN,1715 # 1716,1715 # 1716,NaN,"bacc., phil./mag., phil.",Student,"Königsheim, Mainz",Universität Mainz,NaN,NaN,"Königsheim studierte in Mainz, 1715 bacc. phil., 1716 mag. phil.",NaN,NaN," Praetorius, Professoren, S.95; 
 RPh 80v, 84r; 
 RTh 20r, 20v, 21r, 28r, 36r, 43r; 
 Prot, theol. Fak.1719, Bl.25b; 
 1720, Bl.26b, 27a, 27b; 
 1733, Bl.40b; 
 1757, Bl.61b; 
 Severus DM II, B1.18v; 
 Severus PM, S.82; 
 Dürr, S.62; 
 Brück, Theol. Fak., S.153 f.; 
 Hofkal.1745, S.9) 
"
5213,3160,OCR,Johann Adam Freisbach,"Freysbach, Freyspach",Funktionsausübung,NaN,NaN,1620 # 1639,1620 # 1639,NaN,Dr.,Assessor,Mainz,Universität Mainz],NaN,NaN,"Dr. jur., 1620 und 1639 als Assessor der Juristischen Fakultät in Mainz genannt",NaN,NaN," Praetorius, Professoren, S.98; 
 Reg. Univ. Mog., S.10, 15, 16; 
 Aula hon., S.4; 
 Senatsprot.1625, B1.27v; 
 1645, Bl.77a, 77b; 
 Dürr, S.48 hier: + 15.6.1651; 
 Stadtarchiv Frankfurt a.M., Bartholomäus Urkunde 1612/36-571; 
 Gerlich, S.21; 
 Pick, Reichsstaatsrecht, S. 42 hier: + Juni 1650; 
 G. Binz, Literarische Kriegsbeute aus Mainz in schwedischen Bibliotheken, in: Mainzer Zeitschrift 13, 1918, S.157-165 hier: + 1650) 
"
5214,3160,OCR,Johann Adam Freisbach,"Freysbach, Freyspach",Funktionsausübung,NaN,NaN,1620 # 1639,1620 # 1639,NaN,Dr.,Jurist,Mainz,Universität Mainz],NaN,NaN,"Dr. jur., 1620 und 1639 als Assessor der Juristischen Fakultät in Mainz genannt",NaN,NaN," Praetorius, Professoren, S.98; 
 Reg. Univ. Mog., S.10, 15, 16; 
 Aula hon., S.4; 
 Senatsprot.1625, B1.27v; 
 1645, Bl.77a, 77b; 
 Dürr, S.48 hier: + 15.6.1651; 
 Stadtarchiv Frankfurt a.M., Bartholomäus Urkunde 1612/36-571; 
 Gerlich, S.21; 
 Pick, Reichsstaatsrecht, S. 42 hier: + Juni 1650; 
 G. Binz, Literarische Kriegsbeute aus Mainz in schwedischen Bibliotheken, in: Mainzer Zeitschrift 13, 1918, S.157-165 hier: + 1650) 
"
5219,5998,OCR,Johann Adam Goetz,NaN,Funktionsausübung,NaN,NaN,1737-11-26 # 1739,1737-11-26 # 1739,NaN,NaN,Sonstiges,NaN,NaN,NaN,NaN,"er unterschrieb die Fakultätsrechnungen am 26.11.1737, 1739 und 1742",NaN,NaN," Praetorius, Professoren, S.137; 
 RR I 9r; 
 RPh 131v, 134v, 151r, 162v, 169v, 177v, 185v; 
 RTh 27r; 
 Prot, theol. Fak.1731, Bl. 37b; 
 1732, Bl.38b, 39b; 
 Senatsprot. II, Bl. 8v; 
 Hofkal.1741, S.66; 
 1745, S.62; 
 1747, S. 19 u.67) 
"
